,result,goldat15,opp_goldat15,golddiffat15,winning_lane
105473,0,5088.0,5698.0,-610.0,0
105492,0,4610.0,5008.0,-398.0,0
105497,1,5008.0,4610.0,398.0,1
105528,0,5002.0,5469.0,-467.0,0
105533,1,5469.0,5002.0,467.0,1
105552,0,4654.0,6559.0,-1905.0,0
105557,1,6559.0,4654.0,1905.0,1
105564,0,5463.0,7030.0,-1567.0,0
105569,1,7030.0,5463.0,1567.0,1
105576,1,5252.0,5378.0,-126.0,0
105581,0,5378.0,5252.0,126.0,1
105588,1,5416.0,5039.0,377.0,1
105593,0,5039.0,5416.0,-377.0,0
105600,0,4451.0,6225.0,-1774.0,0
105605,1,6225.0,4451.0,1774.0,1
105612,1,5177.0,4641.0,536.0,1
105617,0,4641.0,5177.0,-536.0,0
105624,1,5660.0,4417.0,1243.0,1
105629,0,4417.0,5660.0,-1243.0,0
105636,1,5154.0,5182.0,-28.0,0
105641,0,5182.0,5154.0,28.0,1
105648,1,5070.0,5079.0,-9.0,0
105653,0,5079.0,5070.0,9.0,1
105660,0,4496.0,5159.0,-663.0,0
105665,1,5159.0,4496.0,663.0,1
105672,1,4982.0,5749.0,-767.0,0
105677,0,5749.0,4982.0,767.0,1
105684,0,5293.0,4691.0,602.0,1
105689,1,4691.0,5293.0,-602.0,0
105696,0,4622.0,6339.0,-1717.0,0
105701,1,6339.0,4622.0,1717.0,1
105708,1,5667.0,4433.0,1234.0,1
105713,0,4433.0,5667.0,-1234.0,0
105720,1,5262.0,5616.0,-354.0,0
105725,0,5616.0,5262.0,354.0,1
105732,1,5597.0,4790.0,807.0,1
105737,0,4790.0,5597.0,-807.0,0
105744,1,4796.0,5476.0,-680.0,0
105749,0,5476.0,4796.0,680.0,1
105756,0,4851.0,5373.0,-522.0,0
105761,1,5373.0,4851.0,522.0,1
105768,0,6343.0,5042.0,1301.0,1
105773,1,5042.0,6343.0,-1301.0,0
105780,1,7126.0,3639.0,3487.0,1
105785,0,3639.0,7126.0,-3487.0,0
105792,1,4295.0,5280.0,-985.0,0
105797,0,5280.0,4295.0,985.0,1
105804,0,4612.0,5147.0,-535.0,0
105809,1,5147.0,4612.0,535.0,1
105816,0,4746.0,4978.0,-232.0,0
105821,1,4978.0,4746.0,232.0,1
105828,0,5235.0,4900.0,335.0,1
105833,1,4900.0,5235.0,-335.0,0
105840,1,6306.0,4521.0,1785.0,1
105845,0,4521.0,6306.0,-1785.0,0
105852,0,5758.0,5307.0,451.0,1
105857,1,5307.0,5758.0,-451.0,0
105864,0,5282.0,5911.0,-629.0,0
105869,1,5911.0,5282.0,629.0,1
105876,1,4755.0,4600.0,155.0,1
105881,0,4600.0,4755.0,-155.0,0
105888,0,6122.0,6838.0,-716.0,0
105893,1,6838.0,6122.0,716.0,1
105900,1,5941.0,4143.0,1798.0,1
105905,0,4143.0,5941.0,-1798.0,0
105912,1,6041.0,5163.0,878.0,1
105917,0,5163.0,6041.0,-878.0,0
105924,0,5434.0,6076.0,-642.0,0
105929,1,6076.0,5434.0,642.0,1
105936,1,5181.0,5343.0,-162.0,0
105941,0,5343.0,5181.0,162.0,1
105948,1,4976.0,5685.0,-709.0,0
105953,0,5685.0,4976.0,709.0,1
105960,0,4901.0,4878.0,23.0,1
105965,1,4878.0,4901.0,-23.0,0
105972,0,4740.0,4969.0,-229.0,0
105977,1,4969.0,4740.0,229.0,1
105984,0,4772.0,4521.0,251.0,1
105989,1,4521.0,4772.0,-251.0,0
105996,0,5573.0,5002.0,571.0,1
106001,1,5002.0,5573.0,-571.0,0
106008,1,5655.0,5379.0,276.0,1
106013,0,5379.0,5655.0,-276.0,0
106020,0,5325.0,4628.0,697.0,1
106025,1,4628.0,5325.0,-697.0,0
106032,1,5539.0,6229.0,-690.0,0
106037,0,6229.0,5539.0,690.0,1
106044,1,4743.0,5253.0,-510.0,0
106049,0,5253.0,4743.0,510.0,1
106056,1,4633.0,4848.0,-215.0,0
106061,0,4848.0,4633.0,215.0,1
106068,0,4081.0,5872.0,-1791.0,0
106073,1,5872.0,4081.0,1791.0,1
106080,0,5683.0,5085.0,598.0,1
106085,1,5085.0,5683.0,-598.0,0
106092,1,4467.0,6826.0,-2359.0,0
106097,0,6826.0,4467.0,2359.0,1
106104,0,4220.0,6842.0,-2622.0,0
106109,1,6842.0,4220.0,2622.0,1
106116,0,6690.0,5054.0,1636.0,1
106121,1,5054.0,6690.0,-1636.0,0
106128,1,6295.0,4717.0,1578.0,1
106133,0,4717.0,6295.0,-1578.0,0
106164,1,5124.0,5477.0,-353.0,0
106169,0,5477.0,5124.0,353.0,1
106176,0,6332.0,4995.0,1337.0,1
106181,1,4995.0,6332.0,-1337.0,0
106212,0,4979.0,5035.0,-56.0,0
106217,1,5035.0,4979.0,56.0,1
106248,1,5491.0,5034.0,457.0,1
106253,0,5034.0,5491.0,-457.0,0
106260,0,5787.0,5188.0,599.0,1
106265,1,5188.0,5787.0,-599.0,0
106308,1,4384.0,4766.0,-382.0,0
106313,0,4766.0,4384.0,382.0,1
106320,0,5712.0,4530.0,1182.0,1
106325,1,4530.0,5712.0,-1182.0,0
106332,1,6297.0,4212.0,2085.0,1
106337,0,4212.0,6297.0,-2085.0,0
106368,1,5132.0,4906.0,226.0,1
106373,0,4906.0,5132.0,-226.0,0
106380,0,5680.0,4889.0,791.0,1
106385,1,4889.0,5680.0,-791.0,0
106392,1,5790.0,4895.0,895.0,1
106397,0,4895.0,5790.0,-895.0,0
106428,0,3971.0,4834.0,-863.0,0
106433,1,4834.0,3971.0,863.0,1
106440,0,4934.0,5520.0,-586.0,0
106445,1,5520.0,4934.0,586.0,1
106464,0,5649.0,5383.0,266.0,1
106469,1,5383.0,5649.0,-266.0,0
106488,0,5202.0,5018.0,184.0,1
106493,1,5018.0,5202.0,-184.0,0
106500,1,5467.0,4697.0,770.0,1
106505,0,4697.0,5467.0,-770.0,0
106512,1,5230.0,4721.0,509.0,1
106517,0,4721.0,5230.0,-509.0,0
106524,1,5378.0,5247.0,131.0,1
106529,0,5247.0,5378.0,-131.0,0
106536,0,4136.0,5959.0,-1823.0,0
106541,1,5959.0,4136.0,1823.0,1
106548,0,4880.0,5363.0,-483.0,0
106553,1,5363.0,4880.0,483.0,1
106560,1,5041.0,5271.0,-230.0,0
106565,0,5271.0,5041.0,230.0,1
106572,0,5243.0,5813.0,-570.0,0
106577,1,5813.0,5243.0,570.0,1
106584,0,6085.0,4736.0,1349.0,1
106589,1,4736.0,6085.0,-1349.0,0
106596,1,5881.0,3922.0,1959.0,1
106601,0,3922.0,5881.0,-1959.0,0
106608,0,5362.0,4483.0,879.0,1
106613,1,4483.0,5362.0,-879.0,0
106620,1,7029.0,4494.0,2535.0,1
106625,0,4494.0,7029.0,-2535.0,0
106632,1,4132.0,6263.0,-2131.0,0
106637,0,6263.0,4132.0,2131.0,1
106644,1,5635.0,4777.0,858.0,1
106649,0,4777.0,5635.0,-858.0,0
106656,0,3953.0,6402.0,-2449.0,0
106661,1,6402.0,3953.0,2449.0,1
106668,0,4528.0,6706.0,-2178.0,0
106673,1,6706.0,4528.0,2178.0,1
106680,1,5338.0,4970.0,368.0,1
106685,0,4970.0,5338.0,-368.0,0
106692,1,4896.0,6343.0,-1447.0,0
106697,0,6343.0,4896.0,1447.0,1
106704,0,5862.0,5074.0,788.0,1
106709,1,5074.0,5862.0,-788.0,0
106716,1,5982.0,4745.0,1237.0,1
106722,0,4745.0,5982.0,-1237.0,0
106728,0,6010.0,4738.0,1272.0,1
106733,1,4738.0,6010.0,-1272.0,0
106740,0,5951.0,5253.0,698.0,1
106745,1,5253.0,5951.0,-698.0,0
106752,1,6445.0,4794.0,1651.0,1
106757,0,4794.0,6445.0,-1651.0,0
106764,1,5005.0,5450.0,-445.0,0
106769,0,5450.0,5005.0,445.0,1
106776,0,5659.0,4491.0,1168.0,1
106781,1,4491.0,5659.0,-1168.0,0
106788,1,5588.0,4504.0,1084.0,1
106793,0,4504.0,5588.0,-1084.0,0
106800,1,5385.0,4754.0,631.0,1
106805,0,4754.0,5385.0,-631.0,0
106812,1,5677.0,5688.0,-11.0,0
106817,0,5688.0,5677.0,11.0,1
106824,1,5325.0,4884.0,441.0,1
106829,0,4884.0,5325.0,-441.0,0
106836,0,6463.0,5053.0,1410.0,1
106841,1,5053.0,6463.0,-1410.0,0
106848,0,4804.0,5302.0,-498.0,0
106853,1,5302.0,4804.0,498.0,1
106860,0,5931.0,5379.0,552.0,1
106865,1,5379.0,5931.0,-552.0,0
106872,0,5537.0,5007.0,530.0,1
106877,1,5007.0,5537.0,-530.0,0
106884,1,4909.0,5348.0,-439.0,0
106889,0,5348.0,4909.0,439.0,1
106896,1,4865.0,6321.0,-1456.0,0
106901,0,6321.0,4865.0,1456.0,1
106908,1,5233.0,5551.0,-318.0,0
106913,0,5551.0,5233.0,318.0,1
106920,0,4575.0,5964.0,-1389.0,0
106925,1,5964.0,4575.0,1389.0,1
106932,0,5404.0,4802.0,602.0,1
106937,1,4802.0,5404.0,-602.0,0
106944,0,5225.0,4883.0,342.0,1
106949,1,4883.0,5225.0,-342.0,0
106956,0,5082.0,4793.0,289.0,1
106961,1,4793.0,5082.0,-289.0,0
106968,1,4547.0,5010.0,-463.0,0
106973,0,5010.0,4547.0,463.0,1
106980,1,5090.0,4944.0,146.0,1
106985,0,4944.0,5090.0,-146.0,0
106992,1,4878.0,5956.0,-1078.0,0
106997,0,5956.0,4878.0,1078.0,1
107004,1,5349.0,4129.0,1220.0,1
107009,0,4129.0,5349.0,-1220.0,0
107016,0,5947.0,5425.0,522.0,1
107021,1,5425.0,5947.0,-522.0,0
107028,0,5136.0,6997.0,-1861.0,0
107033,1,6997.0,5136.0,1861.0,1
107040,1,5968.0,5025.0,943.0,1
107045,0,5025.0,5968.0,-943.0,0
107052,0,4606.0,5336.0,-730.0,0
107057,1,5336.0,4606.0,730.0,1
107064,0,4988.0,5999.0,-1011.0,0
107069,1,5999.0,4988.0,1011.0,1
107100,0,4853.0,7043.0,-2190.0,0
107105,1,7043.0,4853.0,2190.0,1
107160,0,5013.0,5425.0,-412.0,0
107165,1,5425.0,5013.0,412.0,1
107172,0,4810.0,5811.0,-1001.0,0
107177,1,5811.0,4810.0,1001.0,1
107208,1,5429.0,5012.0,417.0,1
107213,0,5012.0,5429.0,-417.0,0
107232,0,5927.0,5263.0,664.0,1
107237,1,5263.0,5927.0,-664.0,0
107244,1,5181.0,5009.0,172.0,1
107249,0,5009.0,5181.0,-172.0,0
107280,0,5695.0,5063.0,632.0,1
107285,1,5063.0,5695.0,-632.0,0
107292,1,5543.0,5767.0,-224.0,0
107297,0,5767.0,5543.0,224.0,1
107316,1,5864.0,4467.0,1397.0,1
107321,0,4467.0,5864.0,-1397.0,0
107328,1,5186.0,6358.0,-1172.0,0
107333,0,6358.0,5186.0,1172.0,1
107352,0,4565.0,5751.0,-1186.0,0
107357,1,5751.0,4565.0,1186.0,1
107376,1,5695.0,5505.0,190.0,1
107381,0,5505.0,5695.0,-190.0,0
107400,0,4744.0,4918.0,-174.0,0
107405,1,4918.0,4744.0,174.0,1
107412,0,4850.0,5290.0,-440.0,0
107417,1,5290.0,4850.0,440.0,1
107448,0,6918.0,5117.0,1801.0,1
107453,1,5117.0,6918.0,-1801.0,0
107460,0,4547.0,5715.0,-1168.0,0
107465,1,5715.0,4547.0,1168.0,1
107472,1,4531.0,5537.0,-1006.0,0
107477,0,5537.0,4531.0,1006.0,1
107484,0,4901.0,6032.0,-1131.0,0
107489,1,6032.0,4901.0,1131.0,1
107496,1,7510.0,4390.0,3120.0,1
107501,0,4390.0,7510.0,-3120.0,0
107508,0,4719.0,5820.0,-1101.0,0
107513,1,5820.0,4719.0,1101.0,1
107520,0,4746.0,5196.0,-450.0,0
107525,1,5196.0,4746.0,450.0,1
107532,0,4646.0,5271.0,-625.0,0
107537,1,5271.0,4646.0,625.0,1
107544,1,5472.0,4405.0,1067.0,1
107549,0,4405.0,5472.0,-1067.0,0
107556,1,5369.0,4490.0,879.0,1
107561,0,4490.0,5369.0,-879.0,0
107568,0,5148.0,5468.0,-320.0,0
107573,1,5468.0,5148.0,320.0,1
107580,0,5669.0,4989.0,680.0,1
107585,1,4989.0,5669.0,-680.0,0
107592,0,5420.0,4910.0,510.0,1
107597,1,4910.0,5420.0,-510.0,0
107604,1,4652.0,5661.0,-1009.0,0
107609,0,5661.0,4652.0,1009.0,1
107616,0,5066.0,5687.0,-621.0,0
107621,1,5687.0,5066.0,621.0,1
107628,1,5395.0,4968.0,427.0,1
107633,0,4968.0,5395.0,-427.0,0
107640,1,6078.0,4751.0,1327.0,1
107645,0,4751.0,6078.0,-1327.0,0
107652,0,5053.0,5699.0,-646.0,0
107657,1,5699.0,5053.0,646.0,1
107664,0,4875.0,5798.0,-923.0,0
107669,1,5798.0,4875.0,923.0,1
107676,0,4586.0,7521.0,-2935.0,0
107681,1,7521.0,4586.0,2935.0,1
107688,1,6430.0,4537.0,1893.0,1
107693,0,4537.0,6430.0,-1893.0,0
107724,1,4855.0,5844.0,-989.0,0
107729,0,5844.0,4855.0,989.0,1
107808,1,5293.0,4880.0,413.0,1
107813,0,4880.0,5293.0,-413.0,0
107844,0,5266.0,4747.0,519.0,1
107849,1,4747.0,5266.0,-519.0,0
107868,0,5145.0,6988.0,-1843.0,0
107873,1,6988.0,5145.0,1843.0,1
107880,0,4500.0,7138.0,-2638.0,0
107885,1,7138.0,4500.0,2638.0,1
107916,1,5334.0,4593.0,741.0,1
107921,0,4593.0,5334.0,-741.0,0
107940,1,5436.0,5659.0,-223.0,0
107945,0,5659.0,5436.0,223.0,1
107952,0,5004.0,8452.0,-3448.0,0
107957,1,8452.0,5004.0,3448.0,1
107976,0,5857.0,6163.0,-306.0,0
107981,1,6163.0,5857.0,306.0,1
107988,0,4488.0,5326.0,-838.0,0
107993,1,5326.0,4488.0,838.0,1
108000,0,5096.0,4609.0,487.0,1
108005,1,4609.0,5096.0,-487.0,0
108012,0,6289.0,5335.0,954.0,1
108017,1,5335.0,6289.0,-954.0,0
108048,1,5526.0,5292.0,234.0,1
108053,0,5292.0,5526.0,-234.0,0
108060,1,4778.0,4729.0,49.0,1
108065,0,4729.0,4778.0,-49.0,0
108084,0,4482.0,5410.0,-928.0,0
108089,1,5410.0,4482.0,928.0,1
108096,0,4760.0,5082.0,-322.0,0
108101,1,5082.0,4760.0,322.0,1
108120,1,5614.0,5301.0,313.0,1
108125,0,5301.0,5614.0,-313.0,0
108132,1,5707.0,5692.0,15.0,1
108137,0,5692.0,5707.0,-15.0,0
108168,0,4963.0,6100.0,-1137.0,0
108173,1,6100.0,4963.0,1137.0,1
108180,1,7447.0,3922.0,3525.0,1
108185,0,3922.0,7447.0,-3525.0,0
108192,1,5678.0,5472.0,206.0,1
108197,0,5472.0,5678.0,-206.0,0
108216,0,4520.0,4866.0,-346.0,0
108221,1,4866.0,4520.0,346.0,1
108228,1,5805.0,5479.0,326.0,1
108233,0,5479.0,5805.0,-326.0,0
108240,1,5190.0,5406.0,-216.0,0
108245,0,5406.0,5190.0,216.0,1
108252,1,5385.0,4348.0,1037.0,1
108257,0,4348.0,5385.0,-1037.0,0
108264,0,5305.0,5274.0,31.0,1
108269,1,5274.0,5305.0,-31.0,0
108276,0,4986.0,6494.0,-1508.0,0
108281,1,6494.0,4986.0,1508.0,1
108288,0,4896.0,4752.0,144.0,1
108293,1,4752.0,4896.0,-144.0,0
108300,0,5203.0,5776.0,-573.0,0
108305,1,5776.0,5203.0,573.0,1
108312,1,5775.0,5074.0,701.0,1
108317,0,5074.0,5775.0,-701.0,0
108324,1,5329.0,5083.0,246.0,1
108329,0,5083.0,5329.0,-246.0,0
108336,0,4688.0,5190.0,-502.0,0
108341,1,5190.0,4688.0,502.0,1
108348,0,4292.0,5805.0,-1513.0,0
108353,1,5805.0,4292.0,1513.0,1
108360,0,4575.0,6127.0,-1552.0,0
108365,1,6127.0,4575.0,1552.0,1
108372,1,6380.0,4135.0,2245.0,1
108377,0,4135.0,6380.0,-2245.0,0
108384,1,5141.0,5139.0,2.0,1
108389,0,5139.0,5141.0,-2.0,0
108396,0,5839.0,5444.0,395.0,1
108401,1,5444.0,5839.0,-395.0,0
108408,1,5047.0,4656.0,391.0,1
108413,0,4656.0,5047.0,-391.0,0
108420,0,4639.0,5777.0,-1138.0,0
108425,1,5777.0,4639.0,1138.0,1
108432,0,4685.0,5053.0,-368.0,0
108437,1,5053.0,4685.0,368.0,1
108444,1,5889.0,4757.0,1132.0,1
108449,0,4757.0,5889.0,-1132.0,0
108480,0,5244.0,5372.0,-128.0,0
108485,1,5372.0,5244.0,128.0,1
108540,1,5872.0,4331.0,1541.0,1
108545,0,4331.0,5872.0,-1541.0,0
108564,0,4439.0,5907.0,-1468.0,0
108569,1,5907.0,4439.0,1468.0,1
108576,1,4338.0,6155.0,-1817.0,0
108581,0,6155.0,4338.0,1817.0,1
108612,1,6677.0,5207.0,1470.0,1
108617,0,5207.0,6677.0,-1470.0,0
108624,1,5285.0,4892.0,393.0,1
108629,0,4892.0,5285.0,-393.0,0
108672,0,4844.0,5590.0,-746.0,0
108677,1,5590.0,4844.0,746.0,1
108684,1,4620.0,5456.0,-836.0,0
108689,0,5456.0,4620.0,836.0,1
108696,1,6311.0,4747.0,1564.0,1
108701,0,4747.0,6311.0,-1564.0,0
108708,1,4668.0,4283.0,385.0,1
108713,0,4283.0,4668.0,-385.0,0
108720,1,5787.0,4678.0,1109.0,1
108725,0,4678.0,5787.0,-1109.0,0
108756,0,4517.0,5956.0,-1439.0,0
108761,1,5956.0,4517.0,1439.0,1
108768,0,6044.0,5415.0,629.0,1
108773,1,5415.0,6044.0,-629.0,0
108780,1,5242.0,4842.0,400.0,1
108785,0,4842.0,5242.0,-400.0,0
108792,1,4988.0,4999.0,-11.0,0
108797,0,4999.0,4988.0,11.0,1
108816,0,5192.0,5187.0,5.0,1
108821,1,5187.0,5192.0,-5.0,0
108840,0,6134.0,4921.0,1213.0,1
108845,1,4921.0,6134.0,-1213.0,0
108852,1,6024.0,4502.0,1522.0,1
108857,0,4502.0,6024.0,-1522.0,0
108864,1,5782.0,5078.0,704.0,1
108869,0,5078.0,5782.0,-704.0,0
108888,1,6464.0,4667.0,1797.0,1
108893,0,4667.0,6464.0,-1797.0,0
108900,1,4414.0,5261.0,-847.0,0
108905,0,5261.0,4414.0,847.0,1
108912,1,6717.0,4578.0,2139.0,1
108917,0,4578.0,6717.0,-2139.0,0
108924,1,5958.0,4700.0,1258.0,1
108929,0,4700.0,5958.0,-1258.0,0
108936,1,4933.0,5989.0,-1056.0,0
108941,0,5989.0,4933.0,1056.0,1
108948,1,4847.0,5023.0,-176.0,0
108953,0,5023.0,4847.0,176.0,1
108960,1,5859.0,5147.0,712.0,1
108965,0,5147.0,5859.0,-712.0,0
108972,0,4577.0,5872.0,-1295.0,0
108977,1,5872.0,4577.0,1295.0,1
108984,0,4600.0,6285.0,-1685.0,0
108989,1,6285.0,4600.0,1685.0,1
108996,0,3790.0,5564.0,-1774.0,0
109001,1,5564.0,3790.0,1774.0,1
109008,1,7234.0,5222.0,2012.0,1
109013,0,5222.0,7234.0,-2012.0,0
109020,1,5333.0,4888.0,445.0,1
109025,0,4888.0,5333.0,-445.0,0
109032,1,6739.0,4580.0,2159.0,1
109037,0,4580.0,6739.0,-2159.0,0
109044,0,4668.0,5009.0,-341.0,0
109049,1,5009.0,4668.0,341.0,1
109056,1,5255.0,6816.0,-1561.0,0
109061,0,6816.0,5255.0,1561.0,1
109068,1,6403.0,4665.0,1738.0,1
109073,0,4665.0,6403.0,-1738.0,0
109080,0,4556.0,6599.0,-2043.0,0
109085,1,6599.0,4556.0,2043.0,1
109092,0,6362.0,5237.0,1125.0,1
109097,1,5237.0,6362.0,-1125.0,0
109104,0,4543.0,6829.0,-2286.0,0
109109,1,6829.0,4543.0,2286.0,1
109116,0,4327.0,6870.0,-2543.0,0
109121,1,6870.0,4327.0,2543.0,1
109128,0,5135.0,6872.0,-1737.0,0
109133,1,6872.0,5135.0,1737.0,1
109140,0,5938.0,4287.0,1651.0,1
109145,1,4287.0,5938.0,-1651.0,0
109152,1,6824.0,4766.0,2058.0,1
109157,0,4766.0,6824.0,-2058.0,0
109164,1,4968.0,5146.0,-178.0,0
109169,0,5146.0,4968.0,178.0,1
109176,1,5958.0,4844.0,1114.0,1
109181,0,4844.0,5958.0,-1114.0,0
109188,1,5183.0,4769.0,414.0,1
109193,0,4769.0,5183.0,-414.0,0
109200,0,5425.0,5021.0,404.0,1
109205,1,5021.0,5425.0,-404.0,0
109260,1,4860.0,5827.0,-967.0,0
109265,0,5827.0,4860.0,967.0,1
109272,1,5396.0,6124.0,-728.0,0
109277,0,6124.0,5396.0,728.0,1
109308,1,4899.0,5524.0,-625.0,0
109313,0,5524.0,4899.0,625.0,1
109332,1,5972.0,4509.0,1463.0,1
109337,0,4509.0,5972.0,-1463.0,0
109368,0,4484.0,6333.0,-1849.0,0
109373,1,6333.0,4484.0,1849.0,1
109380,0,4657.0,5508.0,-851.0,0
109385,1,5508.0,4657.0,851.0,1
109428,1,5088.0,5324.0,-236.0,0
109433,0,5324.0,5088.0,236.0,1
109440,0,5417.0,6380.0,-963.0,0
109445,1,6380.0,5417.0,963.0,1
109476,0,5172.0,5838.0,-666.0,0
109481,1,5838.0,5172.0,666.0,1
109524,1,4427.0,5321.0,-894.0,0
109529,0,5321.0,4427.0,894.0,1
109536,0,5981.0,5104.0,877.0,1
109541,1,5104.0,5981.0,-877.0,0
109548,1,5797.0,5649.0,148.0,1
109553,0,5649.0,5797.0,-148.0,0
109560,1,6091.0,4215.0,1876.0,1
109565,0,4215.0,6091.0,-1876.0,0
109572,1,4629.0,5400.0,-771.0,0
109577,0,5400.0,4629.0,771.0,1
109584,1,4740.0,4808.0,-68.0,0
109589,0,4808.0,4740.0,68.0,1
109596,1,5419.0,5989.0,-570.0,0
109601,0,5989.0,5419.0,570.0,1
109608,0,5224.0,5524.0,-300.0,0
109613,1,5524.0,5224.0,300.0,1
109620,0,4992.0,5636.0,-644.0,0
109625,1,5636.0,4992.0,644.0,1
109632,1,5887.0,4752.0,1135.0,1
109637,0,4752.0,5887.0,-1135.0,0
109644,1,7500.0,4854.0,2646.0,1
109649,0,4854.0,7500.0,-2646.0,0
109656,1,5278.0,5093.0,185.0,1
109661,0,5093.0,5278.0,-185.0,0
109668,0,5059.0,5249.0,-190.0,0
109673,1,5249.0,5059.0,190.0,1
109680,1,5287.0,5096.0,191.0,1
109685,0,5096.0,5287.0,-191.0,0
109692,0,5385.0,4664.0,721.0,1
109697,1,4664.0,5385.0,-721.0,0
109704,1,5041.0,5475.0,-434.0,0
109709,0,5475.0,5041.0,434.0,1
109716,1,4883.0,4652.0,231.0,1
109721,0,4652.0,4883.0,-231.0,0
109728,0,4745.0,5964.0,-1219.0,0
109733,1,5964.0,4745.0,1219.0,1
109740,1,6560.0,4770.0,1790.0,1
109745,0,4770.0,6560.0,-1790.0,0
109752,1,6148.0,4548.0,1600.0,1
109757,0,4548.0,6148.0,-1600.0,0
109764,1,5204.0,6848.0,-1644.0,0
109769,0,6848.0,5204.0,1644.0,1
109776,0,5866.0,4826.0,1040.0,1
109781,1,4826.0,5866.0,-1040.0,0
109788,0,6875.0,4303.0,2572.0,1
109793,1,4303.0,6875.0,-2572.0,0
109800,1,5008.0,4926.0,82.0,1
109805,0,4926.0,5008.0,-82.0,0
109812,0,5398.0,6144.0,-746.0,0
109817,1,6144.0,5398.0,746.0,1
109824,0,4817.0,6762.0,-1945.0,0
109829,1,6762.0,4817.0,1945.0,1
109836,0,4927.0,5353.0,-426.0,0
109841,1,5353.0,4927.0,426.0,1
109848,1,5238.0,4777.0,461.0,1
109853,0,4777.0,5238.0,-461.0,0
109860,1,5399.0,4560.0,839.0,1
109865,0,4560.0,5399.0,-839.0,0
109872,1,5784.0,4344.0,1440.0,1
109877,0,4344.0,5784.0,-1440.0,0
109884,0,5083.0,5248.0,-165.0,0
109889,1,5248.0,5083.0,165.0,1
109896,1,4710.0,5216.0,-506.0,0
109901,0,5216.0,4710.0,506.0,1
109908,1,6390.0,4706.0,1684.0,1
109913,0,4706.0,6390.0,-1684.0,0
109920,1,7829.0,4648.0,3181.0,1
109925,0,4648.0,7829.0,-3181.0,0
109932,1,5115.0,5428.0,-313.0,0
109937,0,5428.0,5115.0,313.0,1
109944,0,4804.0,5649.0,-845.0,0
109949,1,5649.0,4804.0,845.0,1
109956,1,4336.0,6349.0,-2013.0,0
109961,0,6349.0,4336.0,2013.0,1
109968,1,4440.0,4971.0,-531.0,0
109973,0,4971.0,4440.0,531.0,1
109980,0,6374.0,5915.0,459.0,1
109985,1,5915.0,6374.0,-459.0,0
109992,1,4562.0,5187.0,-625.0,0
109997,0,5187.0,4562.0,625.0,1
110004,1,6338.0,5191.0,1147.0,1
110009,0,5191.0,6338.0,-1147.0,0
110016,1,5389.0,5147.0,242.0,1
110021,0,5147.0,5389.0,-242.0,0
110028,1,4211.0,5140.0,-929.0,0
110033,0,5140.0,4211.0,929.0,1
110088,0,6119.0,5851.0,268.0,1
110093,1,5851.0,6119.0,-268.0,0
110100,1,5212.0,4997.0,215.0,1
110105,0,4997.0,5212.0,-215.0,0
110136,1,5243.0,4592.0,651.0,1
110141,0,4592.0,5243.0,-651.0,0
110148,1,5153.0,5600.0,-447.0,0
110153,0,5600.0,5153.0,447.0,1
110196,1,5599.0,4301.0,1298.0,1
110201,0,4301.0,5599.0,-1298.0,0
110208,0,4933.0,5155.0,-222.0,0
110213,1,5155.0,4933.0,222.0,1
110256,1,4160.0,6242.0,-2082.0,0
110261,0,6242.0,4160.0,2082.0,1
110268,0,5950.0,5761.0,189.0,1
110273,1,5761.0,5950.0,-189.0,0
110304,1,5543.0,5227.0,316.0,1
110309,0,5227.0,5543.0,-316.0,0
110340,0,4756.0,4316.0,440.0,1
110345,1,4316.0,4756.0,-440.0,0
110352,1,5919.0,4694.0,1225.0,1
110357,0,4694.0,5919.0,-1225.0,0
110364,0,5162.0,5239.0,-77.0,0
110369,1,5239.0,5162.0,77.0,1
110376,1,5803.0,5602.0,201.0,1
110381,0,5602.0,5803.0,-201.0,0
110388,1,4704.0,6364.0,-1660.0,0
110393,0,6364.0,4704.0,1660.0,1
110400,0,4489.0,5688.0,-1199.0,0
110405,1,5688.0,4489.0,1199.0,1
110412,1,4949.0,4868.0,81.0,1
110417,0,4868.0,4949.0,-81.0,0
110424,1,4981.0,6234.0,-1253.0,0
110429,0,6234.0,4981.0,1253.0,1
110436,0,5545.0,6158.0,-613.0,0
110441,1,6158.0,5545.0,613.0,1
110448,0,4397.0,7090.0,-2693.0,0
110453,1,7090.0,4397.0,2693.0,1
110460,0,5306.0,4809.0,497.0,1
110465,1,4809.0,5306.0,-497.0,0
110472,0,5782.0,6073.0,-291.0,0
110477,1,6073.0,5782.0,291.0,1
110484,0,4846.0,4894.0,-48.0,0
110489,1,4894.0,4846.0,48.0,1
110496,0,5869.0,5153.0,716.0,1
110501,1,5153.0,5869.0,-716.0,0
110508,1,4732.0,5979.0,-1247.0,0
110513,0,5979.0,4732.0,1247.0,1
110520,1,5341.0,5499.0,-158.0,0
110525,0,5499.0,5341.0,158.0,1
110532,1,4848.0,5372.0,-524.0,0
110537,0,5372.0,4848.0,524.0,1
110544,1,5243.0,4725.0,518.0,1
110549,0,4725.0,5243.0,-518.0,0
110556,0,4661.0,5900.0,-1239.0,0
110561,1,5900.0,4661.0,1239.0,1
110568,1,5394.0,4480.0,914.0,1
110573,0,4480.0,5394.0,-914.0,0
110580,1,6980.0,4016.0,2964.0,1
110585,0,4016.0,6980.0,-2964.0,0
110592,0,4745.0,5672.0,-927.0,0
